State,Persistence,Expected_Duration
0,0.23455169678038465,1.3064239554700394
1,0.46093514461047863,1.855064358216068
2,0.3036553733740849,1.4360705342775801
3,0.0,1.0
4,0.6774573747133738,3.100365414063812
