State,Frequency,Mean_Return,gk_Volatility,Sharpe_Ratio,Sortino_Ratio
0,1530,0.0015702260729680106,0.005580412863308842,0.2813817026500371,0.8431266837715716
1,1039,-0.0015017699414191937,0.010123116315043207,-0.14835055675370692,-0.2118142275295191
2,1295,0.0008688922665642957,0.0053319563677366654,0.16295937300273283,0.22984416786176412
3,64,-0.005610711380771662,0.026797250481978053,-0.20937638301903516,-0.19980764946923948
