State_0,State_1,State_2,State_3,State_4,State_5,Date,Forecast_State_0,Forecast_State_1,Forecast_State_2,Forecast_State_3,Forecast_State_4,Forecast_State_5,Target_Position,Trade_Size
3.1304117774737807e-06,6.027011901648135e-26,7.847149290615477e-19,2.856786500111352e-11,8.426954209840861e-20,0.9999968695596066,2018-05-18,0.0365425506025251,1.9344264155049866e-12,1.1479219036884293e-07,0.0019371890405155,2.2527026480274455e-12,0.9615201455605336,0.7576827171717567,5.72028288958748e-07
3.167026789924412e-05,1.2264955830493041e-23,1.560785846616411e-15,4.984350449689417e-10,2.8381363532890693e-18,0.9999683292339224,2018-05-21,0.0365677867922243,3.3750780230421264e-11,1.1613579459405151e-06,0.0019373886272907,3.930381157545132e-11,0.9614936631497424,0.7576886148812456,5.897709488889014e-06
0.0003710550814245,4.1926642090204177e-22,1.761507743353646e-13,1.4678510345856506e-08,9.470697915823127e-17,0.9996289302399692,2018-05-22,0.0368678856535045,9.939386203604984e-10,1.3607091265874544e-05,0.0019397686978215,1.157465583488384e-09,0.961178736406084,0.7577587429096506,7.01280284050032e-05
0.0634491781685656,1.0358137451700046e-19,1.6780768065075347e-10,1.046779183006829e-06,3.512837231147151e-15,0.9365497748840618,2018-05-23,0.0926443224204775,7.088783411197577e-08,0.0023267021337963,0.0023808857696904,8.254317391248659e-08,0.9026479362446492,0.7707937259359949,0.013034983026344316
0.3494291550743073,1.6555147236579305e-17,3.0883647826975376e-08,1.4362707039236558e-06,1.3078308462278834e-13,0.6505693777715199,2018-05-24,0.3455203539423726,9.85226077377879e-08,0.0128135162454067,0.0043774708750757,1.1325642578306897e-07,0.6372884471584209,0.8298935853209695,0.05909985938497453
0.6737254358594863,4.903030245023856e-17,3.7351688832350164e-07,8.082215294253481e-07,1.2450526643456714e-13,0.3262733824018724,2018-05-25,0.6322773479716769,7.006149865523348e-08,0.0247056127298549,0.0066407347966331,6.37319632602065e-08,0.3363761707082741,0.8969123636151478,0.06701877829417835
0.8108643708682123,2.8299973698674186e-17,6.24700767008075e-07,3.8730637504071706e-07,4.5305477574122615e-14,0.1891346171244012,2018-05-28,0.7535416101350941,5.18718333287546e-08,0.0297346517203118,0.0075977073610835,3.054086490588245e-08,0.209125948370613,0.9252534407820332,0.028341077166885387
0.9058101699353548,2.140199578232012e-17,1.6508440161803845e-06,2.618804634687236e-07,2.3139302261446183e-14,0.0941879173404311,2018-05-29,0.8374968546587362,8.550536213549867e-08,0.0332172055473418,0.0082603820725886,2.065045553150569e-08,0.1210254515658041,0.9448745881335564,0.019621147351523205
0.9581888663827244,3.606778692525866e-17,1.3220666032058208e-06,1.780628519871479e-07,1.1440638697294161e-14,0.0418096334878948,2018-05-30,0.8838123929406692,6.633239942862201e-08,0.0351376073619788,0.0086259456066489,1.4041054765757774e-08,0.0724239737173347,0.9556992075338143,0.010824619400257918
0.9998032430627516,1.3293668412164664e-15,1.88000543156491e-05,8.771885769713534e-07,8.352925507682962e-14,0.0001770796945665,2018-05-31,0.920609745240384,8.312011916220296e-07,0.0366795597245359,0.0089170260098367,6.917028089756444e-08,0.0337927686540663,0.9642943785637805,0.008595171029966209
0.9997974754041442,2.198900941779647e-15,9.001543302884873e-06,1.054270757326777e-07,5.696152808282993e-14,0.000193417625146,2018-06-01,0.9206045932650796,3.766816562818215e-07,0.0366703781180633,0.0089163597590874,8.313446063116577e-09,0.0338082838623951,0.9642960977047677,1.7191409871220031e-06
0.9999223508947218,1.3630737611310828e-15,1.231205295557811e-05,4.001710774440653e-07,2.384502962514399e-14,6.493688141998206e-05,2018-06-04,0.9207150310357648,5.325470256390295e-07,0.0366779893907665,0.0089174693098569,3.1555283079653874e-08,0.033688946161503,0.9643209000443147,2.480233954704758e-05
0.9996565368390896,7.146729565942669e-16,4.589604444907301e-06,1.1305946241077253e-07,2.1002271619415662e-14,0.0003387604970094,2018-06-05,0.9204799440624436,1.960739304227386e-07,0.0366611868211054,0.0089153694404665,8.915259036377842e-09,0.0339432946868227,0.964268066421855,-5.283362245966927e-05
0.9999510597861332,3.17768192408436e-15,1.748058654707388e-05,1.736304598886204e-07,1.6817265196075652e-14,3.1285997006622154e-05,2018-06-06,0.9207404472245224,7.29392427818226e-07,0.0366837455103794,0.0089175085989722,1.3691546253684892e-08,0.0336575555823186,0.9643256827061043,5.761628424927334e-05
0.9999387230603518,1.7972576420351104e-14,4.1109549324444096e-05,1.366324734017631e-07,2.97447120472266e-14,2.0030757986426554e-05,2018-06-07,0.920729673197804,1.6969334826777766e-06,0.0367048399643449,0.0089174602862659,1.0774104002404872e-08,0.0336463188441821,0.9643172673205876,-8.415385516657992e-06
0.9998448987248744,6.183859307009653e-15,1.0887956016916316e-05,9.373253974587764e-08,8.710521506742767e-15,0.0001441195865468,2018-06-08,0.920646537836945,4.533332010097306e-07,0.0366738369096168,0.0089166870380564,7.391233999257893e-09,0.0337624774909392,0.9643054351344921,-1.1832186095572794e-05
0.9998494041903704,1.984847715369825e-15,1.1031011082678734e-05,8.821915453536923e-08,5.989692541699784e-15,0.0001394765796319,2018-06-11,0.9206505226083088,4.588327460540582e-07,0.0366741323372717,0.0089167146159835,6.956476483508991e-09,0.0337581646494608,0.9643063339287032,8.987942111682301e-07
